"","ActiveScreener.Id","Time.of.Screening","Title","Authors","Question","List.of.Reviewers","answers"
"2761","7361568","06/10/2021 21:53:16","Atmospheric moisture collection from a continuous air flow through a refrigerated coil tube","Cáceres, L., Delatorre, J., Gómez-Silva, B.  et al.","04 Study characteristics","Manzano, Carlos","Technological development"
"2762","7361568","06/10/2021 21:53:16","Atmospheric moisture collection from a continuous air flow through a refrigerated coil tube","Cáceres, L., Delatorre, J., Gómez-Silva, B.  et al.","04 Study characteristics","Manzano, Carlos","Ambient (eg outdoor)"
"2763","7361567","07/02/2021 13:15:24","Volcanic aerosol layers observed by lidar at South Pole, September 1991–June 1992","Cacciani, M., Digirolamo, P., Disarra, A.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2764","7361566","07/13/2021 16:41:18","UV index values and trends in Santiago, Chile (33.5°S) based on ground and satellite data","Cabrera, S., Ipiña, A., Damiani, A.  et al.","04 Study characteristics","Manzano, Carlos","Ambient (eg outdoor)"
"2765","7361565","06/09/2021 17:49:33","Variations in UV radiation in Chile","Cabrera, S., Bozzo, S., Fuenzalida, H. ","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2766","7361564","06/03/2021 12:22:38","Consumo residencial de leña, análisis para la ciudad de Osorno en Chile","Bustos, Yeniferd, Ferrada, Luz Maria ","04 Study characteristics","Sanchez, Luis","Managment"
"2767","7361564","06/03/2021 12:22:38","Consumo residencial de leña, análisis para la ciudad de Osorno en Chile","Bustos, Yeniferd, Ferrada, Luz Maria ","04 Study characteristics","Sanchez, Luis","economic"
"2768","7361564","06/03/2021 12:22:38","Consumo residencial de leña, análisis para la ciudad de Osorno en Chile","Bustos, Yeniferd, Ferrada, Luz Maria ","04 Study characteristics","Sanchez, Luis","legal"
"2769","7361564","06/03/2021 12:22:38","Consumo residencial de leña, análisis para la ciudad de Osorno en Chile","Bustos, Yeniferd, Ferrada, Luz Maria ","04 Study characteristics","Sanchez, Luis","social"
"2770","7361562","06/01/2021 11:32:04","UHF radio propagation experiment through the inversion capping Santiago (Chile) during an air pollution episode","Bustos, R., Rutllant, J. ","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2771","7361558","05/05/2021 00:42:45","Changes to indoor air quality as a result of relocating families from slums to public housing","Burgos, S., Ruiz, P., Koifman, R. ","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2772","7361558","05/05/2021 00:42:45","Changes to indoor air quality as a result of relocating families from slums to public housing","Burgos, S., Ruiz, P., Koifman, R. ","04 Study characteristics","Sanchez, Luis","Indoor (eg indoor"
"2773","7361558","05/05/2021 00:42:45","Changes to indoor air quality as a result of relocating families from slums to public housing","Burgos, S., Ruiz, P., Koifman, R. ","04 Study characteristics","Sanchez, Luis","work environments)"
"2774","7361557","07/21/2021 17:22:27","Bioindication of volatile elements emission by the Puyehue-Cordón Caulle (North Patagonia) volcanic event in 2011","Bubach, D., Pérez Catán, S., Arribére, M.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2775","7361555","05/25/2021 12:51:50","Southeast Pacific stratocumulus clouds, precipitation and boundary layer structure sampled along 20° S during VOCALS-REx","Bretherton, C. S., Wood, R., George, R. C.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2776","7361553","05/25/2021 22:37:25","Source Apportionment of PAHs in Airborne Particulates (PM2.5) in Southern Chile","Bravo-Linares, C., Ovando-Fuentealba, L., Orellana-Donoso, S.  et al.","04 Study characteristics","Manzano, Carlos","Ambient (eg outdoor)"
"2777","7361552","05/13/2021 22:04:10","Source identification, apportionment and toxicity of indoor and outdoor PM2.5 airborne particulates in a region characterised by wood burning","Bravo-Linares, C., Ovando-Fuentealba, L., Orellana-Donoso, S.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2778","7361552","05/13/2021 22:04:10","Source identification, apportionment and toxicity of indoor and outdoor PM2.5 airborne particulates in a region characterised by wood burning","Bravo-Linares, C., Ovando-Fuentealba, L., Orellana-Donoso, S.  et al.","04 Study characteristics","Sanchez, Luis","Indoor (eg indoor"
"2779","7361552","05/13/2021 22:04:10","Source identification, apportionment and toxicity of indoor and outdoor PM2.5 airborne particulates in a region characterised by wood burning","Bravo-Linares, C., Ovando-Fuentealba, L., Orellana-Donoso, S.  et al.","04 Study characteristics","Sanchez, Luis","work environments)"
"2780","7361551","06/24/2021 17:12:27","Source Allocation of Aliphatic and Polycyclic Aromatic Hydrocarbons in Particulate-Phase (PM10) in the City of Valdivia, Chile","Bravo-Linares, C., Ovando-Fuentealba, L., Mudge, S. M.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2781","7361550","06/01/2021 21:32:10","Human–environmental drivers and impacts of the globally extreme 2017 Chilean fires","Bowman, D. M. J. S., Moreira-Muñoz, A., Kolden, C. A.  et al.","04 Study characteristics","Manzano, Carlos","Managment"
"2782","7361550","06/01/2021 21:32:10","Human–environmental drivers and impacts of the globally extreme 2017 Chilean fires","Bowman, D. M. J. S., Moreira-Muñoz, A., Kolden, C. A.  et al.","04 Study characteristics","Manzano, Carlos","economic"
"2783","7361550","06/01/2021 21:32:10","Human–environmental drivers and impacts of the globally extreme 2017 Chilean fires","Bowman, D. M. J. S., Moreira-Muñoz, A., Kolden, C. A.  et al.","04 Study characteristics","Manzano, Carlos","legal"
"2784","7361550","06/01/2021 21:32:10","Human–environmental drivers and impacts of the globally extreme 2017 Chilean fires","Bowman, D. M. J. S., Moreira-Muñoz, A., Kolden, C. A.  et al.","04 Study characteristics","Manzano, Carlos","social"
"2785","7361547","05/25/2021 18:08:45","Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception","Boso, À, Oltra, C., Hofflinger, Á ","04 Study characteristics","Sanchez, Luis","Managment"
"2786","7361547","05/25/2021 18:08:45","Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception","Boso, À, Oltra, C., Hofflinger, Á ","04 Study characteristics","Sanchez, Luis","economic"
"2787","7361547","05/25/2021 18:08:45","Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception","Boso, À, Oltra, C., Hofflinger, Á ","04 Study characteristics","Sanchez, Luis","legal"
"2788","7361547","05/25/2021 18:08:45","Participation in a programme for assisted replacement of wood-burning stoves in Chile: The role of sociodemographic factors, evaluation of air quality and risk perception","Boso, À, Oltra, C., Hofflinger, Á ","04 Study characteristics","Sanchez, Luis","social"
"2789","7361546","05/13/2021 21:03:19","Public support for wood smoke mitigation policies in south-central Chile","Boso, À, Hofflinger, A. Q., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","Managment"
"2790","7361546","05/13/2021 21:03:19","Public support for wood smoke mitigation policies in south-central Chile","Boso, À, Hofflinger, A. Q., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","economic"
"2791","7361546","05/13/2021 21:03:19","Public support for wood smoke mitigation policies in south-central Chile","Boso, À, Hofflinger, A. Q., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","legal"
"2792","7361546","05/13/2021 21:03:19","Public support for wood smoke mitigation policies in south-central Chile","Boso, À, Hofflinger, A. Q., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","social"
"2793","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","Managment"
"2794","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","economic"
"2795","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","legal"
"2796","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","social"
"2797","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","Indoor (eg indoor"
"2798","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","04 Study characteristics","Sanchez, Luis","work environments)"
"2799","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","04 Study characteristics","Sanchez, Luis","Managment"
"2800","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","04 Study characteristics","Sanchez, Luis","economic"
"2801","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","04 Study characteristics","Sanchez, Luis","legal"
"2802","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","04 Study characteristics","Sanchez, Luis","social"
"2803","7361543","06/01/2021 20:35:38","Examining Patterns of Air Quality Perception: A Cluster Analysis for Southern Chilean Cities","Boso, À, Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Manzano, Carlos","Ambient (eg outdoor)"
"2804","7361542","05/03/2021 21:33:29","Out of sight, out of mind: participatory sensing for monitoring indoor air quality","Boso, À, Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","Indoor (eg indoor"
"2805","7361542","05/03/2021 21:33:29","Out of sight, out of mind: participatory sensing for monitoring indoor air quality","Boso, À, Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","work environments)"
"2806","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","Managment"
"2807","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","economic"
"2808","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","legal"
"2809","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","social"
"2810","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2811","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","Indoor (eg indoor"
"2812","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","04 Study characteristics","Sanchez, Luis","work environments)"
"2813","7361540","07/06/2021 15:16:35","Isotopic source signatures for atmospheric lead: The Southern Hemisphere","Bollhöfer, A., Rosman, K. J. R. ","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2814","7361539","06/15/2021 13:09:13","Assessment of absorbing aerosols on austral spring snow albedo reduction by several basins in the Central Andes of Chile from daily satellite observations (2000-2016) and a case study with the WRF-Chem model","Bolano-Ortiz, T. R., Pascual-Flores, R. M., Lopez-Norena, A. I.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
"2815","7361538","05/14/2021 10:14:52","Spread of SARS-CoV-2 through Latin America and the Caribbean region: A look from its economic conditions, climate and air pollution indicators","Bolaño-Ortiz, T. R., Camargo-Caicedo, Y., Puliafito, S. E.  et al.","04 Study characteristics","Sanchez, Luis","Ambient (eg outdoor)"
