"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"414","711","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers08","DOM08"
"415","712","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers09","COM"
"416","712","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers09","CHE"
"417","712","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers09","MET"
"418","713","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers10","HM"
"419","716","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers13","Japan"
"420","723","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers07","BBN"
"421","725","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers09","CHE"
"422","725","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers09","MET"
"423","726","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers10","PM"
"424","726","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers10","HM"
"425","726","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers10","AC"
"426","729","8720674","02/24/2022 14:12:46","Chemical Composition and Oxidative Potential of Atmospheric PM10 over the Arabian Sea","Patel, A, Rastogi, N ","Answers13","ASI"
"427","732","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers03","AMB"
"428","735","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers06","DTT"
"429","735","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers06","GSH"
"430","735","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers06","RTLF"
"431","738","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers09","CON"
"432","742","8720672","11/18/2021 20:56:55","A semi-automated multi-endpoint reactive oxygen species activity analyzer (SAMERA) for measuring the oxidative potential of ambient PM2.5 aqueous extracts","Yu, HR, Puthussery, JV, Verma, V ","Answers13","NAM"
"433","743","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers01","PUB"
"434","749","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers07","DOM"
"435","749","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers07","BBN"
"436","749","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers07","TRA"
"437","749","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers07","POW"
"438","749","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers07","ICE"
"439","750","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers08","ICE08"
"440","750","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers08","TRA08"
"441","751","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers09","CHE"
"442","752","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers10","CC"
"443","752","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers10","HM"
"444","752","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers10","PM"
"445","755","8720671","11/14/2021 20:28:55","Oxidative Potential by PM2.5 in the North China Plain: Generation of Hydroxyl Radical","Li, XY, Kuang, XBM, Yan, CQ  et al.","Answers13","ASI"
"446","757","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers02","EOM"
"447","761","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers06","DTT"
"448","764","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers09","CHE"
"449","765","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers10","HM"
"450","765","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers10","OT10"
"451","765","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers10","PM"
"452","768","8720670","02/23/2022 15:37:29","Quantification of synergistic, additive and antagonistic effects of aerosol components on total oxidative potential","Guo, HB, Fu, HY, Jin, L  et al.","Answers13","ASI"
"453","770","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers02","EOM"
"454","774","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers06","EPR"
"455","775","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers07","NEE"
"456","777","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers09","CHE"
"457","778","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers10","CC"
"458","778","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers10","NOX"
"459","778","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers10","O3"
"460","778","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers10","HM"
"461","781","8720669","02/21/2022 10:55:39","Environmentally Persistent Free Radicals, Reactive Oxygen Species Generation, and Oxidative Potential of Highway PM2.5","Hwang, B, Fang, T, Pham, R  et al.","Answers13","United States"
"462","785","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers04","HEA"
"463","790","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers09","PHM"
"464","790","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers09","CHE"
"465","791","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers10","CC"
"466","791","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers10","OT10"
"467","794","8720668","11/05/2021 14:29:31","Optical properties and oxidative potential of water-and alkaline-soluble brown carbon in smoke particles emitted from laboratory simulated biomass burning","Fan, XJ, Li, MJ, Cao, T  et al.","Answers13","ASI"
"468","796","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers02","ACP"
"469","798","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers04","UOM"
"470","801","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers07","BBN"
"471","801","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers07","NAS"
"472","803","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers09","PHM"
"473","803","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers09","CHE"
"474","804","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers10","PM"
"475","804","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers10","OT10"
"476","804","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers10","HM"
"477","807","8720667","11/13/2021 17:02:46","Oxidative Potential of Water-Soluble Matter Associated with Chromophoric Substances in PM2.5 over Xi'an, China","Chen, QC, Wang, MM, Wang, YQ  et al.","Answers13","ASI"
"478","808","8720666","11/10/2021 20:25:45","Atmospheric conditions and composition that influence PM2.5 oxidative potential in Beijing, China","Campbell, SJ, Wolfer, K, Utinger, B  et al.","Answers01","ACA"
"479","809","8720666","11/10/2021 20:25:45","Atmospheric conditions and composition that influence PM2.5 oxidative potential in Beijing, China","Campbell, SJ, Wolfer, K, Utinger, B  et al.","Answers02","EOM"
"480","811","8720666","11/10/2021 20:25:45","Atmospheric conditions and composition that influence PM2.5 oxidative potential in Beijing, China","Campbell, SJ, Wolfer, K, Utinger, B  et al.","Answers04","UOM"
